saison,href,score_equipe_home,score_equipe_away,Possession_de_balle_home,Possession_de_balle_away,Tirs_au_but_home,Tirs_au_but_away,Tirs_cadrés_home,Tirs_cadrés_away,Tirs_non_cadrés_home,Tirs_non_cadrés_away,Tirs_bloqués_home,Tirs_bloqués_away,Corners_home,Corners_away,Sauvetages_du_gardien_home,Sauvetages_du_gardien_away,Coup_francs_home,Coup_francs_away,Hors-jeu_home,Hors-jeu_away,Fautes_home,Fautes_away,Cartons_Jaunes_home,Cartons_Jaunes_away,Passes_home,Passes_away,Cartons_Rouges_home,Cartons_Rouges_away,score_mi_temps_home,score_mi_temps_away,resultat
2024-2025,https://www.flashscore.fr/match/vaJpzkp2/#/resume-du-match,2,0,0.51,0.49,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,0.0,2.0,9.0,5.0,1.0,0.0,0.85,0.84,0.0,0.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/IsOPchx9/#/resume-du-match,0,3,0.57,0.43,4.0,5.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,0.89,0.89,0.0,0.0,0,2,1
2024-2025,https://www.flashscore.fr/match/4bn7AVLE/#/resume-du-match,4,1,0.65,0.35,4.0,7.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,6.0,5.0,1.0,0.0,5.0,6.0,1.0,0.0,0.91,0.75,0.0,0.0,2,0,-1
2024-2025,https://www.flashscore.fr/match/W8Wo3mEl/#/resume-du-match,3,1,0.66,0.34,7.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,5.0,1.0,0.0,5.0,3.0,2.0,2.0,0.92,0.84,0.0,0.0,2,1,-1
2024-2025,https://www.flashscore.fr/match/hOKf1Rr1/#/resume-du-match,2,4,0.41,0.59,6.0,8.0,2.0,6.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,2.0,4.0,7.0,2.0,1.0,7.0,4.0,2.0,0.0,0.81,0.87,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/naL2UPCm/#/resume-du-match,3,2,0.49,0.51,4.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,5.0,3.0,0.0,5.0,3.0,1.0,1.0,0.81,0.82,0.0,0.0,3,1,-1
2024-2025,https://www.flashscore.fr/match/xU1KHnTs/#/resume-du-match,3,1,0.61,0.39,9.0,4.0,1.0,1.0,7.0,2.0,1.0,1.0,3.0,5.0,0.0,1.0,3.0,10.0,1.0,0.0,10.0,3.0,0.0,0.0,0.88,0.83,0.0,0.0,0,1,-1
2024-2025,https://www.flashscore.fr/match/vgbyE4S6/#/resume-du-match,1,1,0.69,0.31,5.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0,3.0,5.0,0.0,0.0,0.92,0.77,0.0,0.0,1,0,0
2024-2025,https://www.flashscore.fr/match/QkY1a5DD/#/resume-du-match,1,0,0.61,0.39,5.0,9.0,0.0,4.0,5.0,4.0,0.0,1.0,3.0,2.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.88,0.8,0.0,0.0,0,0,-1
2024-2025,https://www.flashscore.fr/match/SEvWZokQ/#/resume-du-match,3,1,0.68,0.32,4.0,5.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,8.0,3.0,0.0,0.0,3.0,8.0,1.0,1.0,0.91,0.76,0.0,0.0,1,1,-1
2024-2025,https://www.flashscore.fr/match/tbGlN85K/#/resume-du-match,0,1,0.64,0.36,9.0,5.0,1.0,2.0,5.0,0.0,3.0,3.0,4.0,1.0,2.0,1.0,7.0,10.0,0.0,0.0,10.0,7.0,2.0,1.0,0.85,0.8,0.0,0.0,0,0,1
2024-2025,https://www.flashscore.fr/match/YeeTFQcf/#/resume-du-match,2,0,0.38,0.62,4.0,8.0,1.0,4.0,3.0,3.0,0.0,1.0,2.0,0.0,4.0,0.0,5.0,8.0,1.0,1.0,8.0,5.0,2.0,1.0,0.76,0.86,0.0,0.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/08npCrcJ/#/resume-du-match,5,1,0.74,0.26,8.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,5.0,0.0,1.0,5.0,3.0,1.0,0.0,0.94,0.85,0.0,0.0,3,0,-1
2024-2025,https://www.flashscore.fr/match/vFZBQsCC/#/resume-du-match,2,2,0.31,0.69,5.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,6.0,1.0,1.0,7.0,8.0,0.0,0.0,8.0,7.0,0.0,0.0,0.76,0.87,0.0,0.0,1,0,0
2024-2025,https://www.flashscore.fr/match/pE1q8Zeo/#/resume-du-match,0,0,0.3,0.7,7.0,4.0,1.0,1.0,2.0,0.0,4.0,3.0,5.0,3.0,1.0,1.0,6.0,3.0,0.0,1.0,3.0,6.0,0.0,2.0,0.75,0.88,0.0,0.0,0,0,0
2024-2025,https://www.flashscore.fr/match/rTo42DuT/#/resume-du-match,2,1,0.31,0.69,5.0,5.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,0.76,0.86,0.0,0.0,2,1,-1
2024-2025,https://www.flashscore.fr/match/Muxt8HBi/#/resume-du-match,2,4,0.5,0.5,6.0,10.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,5.0,0.0,1.0,5.0,3.0,1.0,1.0,0.85,0.84,0.0,0.0,1,2,1
2024-2025,https://www.flashscore.fr/match/UJKMKfec/#/resume-du-match,1,2,0.33,0.67,4.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,5.0,2.0,0.0,5.0,8.0,0.0,0.0,0.8,0.9,0.0,0.0,1,1,1
2024-2025,https://www.flashscore.fr/match/U5ul6et4/#/resume-du-match,1,2,0.27,0.73,6.0,14.0,2.0,3.0,1.0,5.0,3.0,6.0,3.0,4.0,2.0,1.0,7.0,5.0,0.0,0.0,5.0,7.0,1.0,1.0,0.68,0.85,0.0,0.0,1,1,1
2024-2025,https://www.flashscore.fr/match/KCJAS3s0/#/resume-du-match,1,2,0.52,0.48,8.0,3.0,1.0,2.0,4.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,5.0,2.0,2.0,5.0,7.0,1.0,1.0,0.84,0.89,0.0,0.0,1,2,1
2024-2025,https://www.flashscore.fr/match/AFmd4ZAG/#/resume-du-match,1,3,0.58,0.42,5.0,9.0,2.0,2.0,3.0,4.0,0.0,3.0,1.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,6.0,6.0,2.0,0.0,0.83,0.82,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/2DSzci3j/#/resume-du-match,2,1,0.54,0.46,14.0,5.0,6.0,2.0,5.0,0.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,6.0,2.0,0.0,6.0,4.0,0.0,0.0,0.87,0.8,0.0,0.0,2,0,-1
2024-2025,https://www.flashscore.fr/match/jgXCVB9F/#/resume-du-match,2,1,0.32,0.68,6.0,17.0,2.0,8.0,3.0,3.0,1.0,6.0,2.0,11.0,7.0,2.0,5.0,3.0,2.0,2.0,3.0,5.0,0.0,0.0,0.64,0.85,0.0,0.0,0,1,-1
2024-2025,https://www.flashscore.fr/match/dzlABjIq/#/resume-du-match,2,1,0.6,0.4,6.0,9.0,1.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,2.0,1.0,6.0,5.0,1.0,0.0,5.0,6.0,1.0,1.0,0.87,0.76,0.0,0.0,0,1,-1
2024-2025,https://www.flashscore.fr/match/xj7wHCfM/#/resume-du-match,1,2,0.34,0.66,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,3.0,8.0,1.0,0.0,8.0,3.0,1.0,1.0,0.77,0.91,0.0,0.0,1,0,1
2024-2025,https://www.flashscore.fr/match/vJ50M7W1/#/resume-du-match,1,2,0.62,0.38,11.0,6.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,0.0,3.0,5.0,6.0,0.0,1.0,6.0,5.0,1.0,1.0,0.87,0.76,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/UmnI9Und/#/resume-du-match,0,0,0.64,0.36,6.0,4.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,4.0,1.0,2.0,4.0,3.0,0.0,0.0,0.9,0.79,0.0,0.0,0,0,0
2024-2025,https://www.flashscore.fr/match/pdU4XXv3/#/resume-du-match,1,1,0.77,0.23,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,8.0,5.0,1.0,0.0,5.0,8.0,2.0,1.0,0.87,0.62,0.0,0.0,0,1,0
2024-2025,https://www.flashscore.fr/match/C8LLTkvS/#/resume-du-match,1,1,0.49,0.51,3.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,4.0,5.0,0.0,0.0,5.0,4.0,1.0,1.0,0.84,0.83,0.0,0.0,1,0,0
2024-2025,https://www.flashscore.fr/match/riCiOT1k/#/resume-du-match,2,0,0.46,0.54,3.0,5.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,5.0,3.0,0.0,5.0,3.0,1.0,0.0,0.86,0.85,0.0,1.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/jZ8VIYP9/#/resume-du-match,1,1,0.69,0.31,4.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,9.0,8.0,1.0,3.0,8.0,9.0,0.0,3.0,0.87,0.83,0.0,0.0,0,1,0
2024-2025,https://www.flashscore.fr/match/jTmMdl8E/#/resume-du-match,1,1,0.33,0.67,4.0,6.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,7.0,6.0,0.0,0.0,6.0,7.0,0.0,0.0,0.72,0.84,0.0,0.0,1,1,0
2024-2025,https://www.flashscore.fr/match/88EIxTGr/#/resume-du-match,3,2,0.61,0.39,11.0,7.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.82,0.76,0.0,0.0,1,1,-1
2024-2025,https://www.flashscore.fr/match/WChnpBO8/#/resume-du-match,2,1,0.54,0.46,3.0,6.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,7.0,1.0,1.0,7.0,3.0,2.0,1.0,0.9,0.87,0.0,0.0,0,1,-1
2024-2025,https://www.flashscore.fr/match/Is42xKMa/#/resume-du-match,1,1,0.75,0.25,9.0,2.0,3.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,9.0,5.0,0.0,2.0,5.0,9.0,1.0,1.0,0.93,0.73,0.0,0.0,0,0,0
2024-2025,https://www.flashscore.fr/match/xl6ZYpG7/#/resume-du-match,0,1,0.36,0.64,2.0,10.0,1.0,6.0,1.0,1.0,0.0,3.0,2.0,5.0,5.0,1.0,9.0,5.0,0.0,1.0,5.0,9.0,2.0,2.0,0.76,0.9,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/UN2Rz7oe/#/resume-du-match,1,2,0.68,0.32,7.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,10.0,4.0,1.0,1.0,4.0,10.0,0.0,2.0,0.82,0.66,0.0,0.0,0,0,1
2024-2025,https://www.flashscore.fr/match/xQNnrkgL/#/resume-du-match,1,1,0.3,0.7,2.0,8.0,0.0,3.0,1.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,7.0,1.0,1.0,7.0,5.0,1.0,0.0,0.83,0.9,0.0,0.0,0,1,0
2024-2025,https://www.flashscore.fr/match/MFAgvthm/#/resume-du-match,1,0,0.65,0.35,9.0,1.0,0.0,0.0,7.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.83,0.7,0.0,0.0,0,0,-1
2024-2025,https://www.flashscore.fr/match/Q77AzbiC/#/resume-du-match,2,0,0.34,0.66,8.0,8.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,1.0,5.0,6.0,1.0,0.0,6.0,5.0,0.0,0.0,0.74,0.87,0.0,0.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/C4PyiJyg/#/resume-du-match,0,2,0.42,0.58,5.0,11.0,1.0,3.0,4.0,3.0,0.0,5.0,1.0,4.0,2.0,1.0,8.0,5.0,1.0,1.0,5.0,8.0,1.0,2.0,0.75,0.82,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/GxWShu7t/#/resume-du-match,2,5,0.29,0.71,5.0,7.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,6.0,1.0,2.0,3.0,6.0,0.0,0.0,6.0,3.0,1.0,0.0,0.74,0.9,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/tbdR1zjB/#/resume-du-match,4,2,0.63,0.37,4.0,9.0,2.0,6.0,2.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,7.0,7.0,0.0,4.0,7.0,7.0,1.0,1.0,0.82,0.76,0.0,0.0,1,2,-1
2024-2025,https://www.flashscore.fr/match/pINqkc65/#/resume-du-match,4,1,0.67,0.33,10.0,5.0,4.0,1.0,4.0,3.0,2.0,1.0,4.0,0.0,0.0,3.0,6.0,4.0,1.0,1.0,4.0,6.0,0.0,0.0,0.88,0.77,0.0,0.0,1,1,-1
2024-2025,https://www.flashscore.fr/match/x6aA5Ijn/#/resume-du-match,1,1,0.57,0.43,11.0,4.0,3.0,2.0,4.0,1.0,4.0,1.0,4.0,0.0,1.0,3.0,10.0,9.0,0.0,0.0,9.0,10.0,0.0,0.0,0.87,0.86,0.0,0.0,0,1,0
2024-2025,https://www.flashscore.fr/match/pW2I3dLb/#/resume-du-match,1,0,0.51,0.49,6.0,3.0,2.0,1.0,4.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,6.0,5.0,1.0,0.0,5.0,6.0,1.0,0.0,0.82,0.86,0.0,0.0,0,0,-1
2024-2025,https://www.flashscore.fr/match/tpHhmyyI/#/resume-du-match,1,2,0.5,0.5,9.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,5.0,4.0,1.0,0.0,4.0,5.0,0.0,0.0,0.8,0.84,0.0,0.0,1,1,1
2024-2025,https://www.flashscore.fr/match/YiZaoF5U/#/resume-du-match,1,1,0.51,0.49,7.0,5.0,0.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,9.0,5.0,0.0,0.0,5.0,9.0,1.0,2.0,0.91,0.89,1.0,1.0,0,0,0
2024-2025,https://www.flashscore.fr/match/nNeJYyMO/#/resume-du-match,3,2,0.68,0.32,6.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,8.0,0.0,1.0,8.0,6.0,1.0,0.0,0.92,0.77,0.0,0.0,0,0,-1
2024-2025,https://www.flashscore.fr/match/dWcbfhro/#/resume-du-match,0,2,0.49,0.51,7.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,6.0,3.0,1.0,1.0,7.0,9.0,0.0,1.0,9.0,7.0,0.0,1.0,0.87,0.85,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/nHzACi4T/#/resume-du-match,4,1,0.76,0.24,7.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,2.0,5.0,4.0,1.0,0.0,0.9,0.71,0.0,0.0,1,1,-1
2024-2025,https://www.flashscore.fr/match/6L7zTClA/#/resume-du-match,2,0,0.55,0.45,6.0,6.0,4.0,0.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,8.0,2.0,0.0,0.0,2.0,8.0,1.0,2.0,0.83,0.78,0.0,0.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/phvgGZ44/#/resume-du-match,1,2,0.71,0.29,6.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,5.0,4.0,1.0,2.0,3.0,7.0,0.0,0.0,7.0,3.0,0.0,0.0,0.91,0.78,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/hIs1EDZG/#/resume-du-match,0,2,0.53,0.47,1.0,9.0,0.0,2.0,1.0,6.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,6.0,2.0,1.0,6.0,3.0,0.0,3.0,0.83,0.83,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/rmMu7VRj/#/resume-du-match,4,0,0.68,0.32,6.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,3.0,6.0,4.0,0.0,0.0,4.0,6.0,1.0,1.0,0.89,0.78,0.0,0.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/OxjpIezh/#/resume-du-match,2,0,0.61,0.39,12.0,8.0,2.0,2.0,6.0,5.0,4.0,1.0,2.0,2.0,2.0,1.0,8.0,8.0,2.0,2.0,8.0,8.0,0.0,1.0,0.93,0.81,0.0,0.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/EBfZaEKN/#/resume-du-match,2,2,0.55,0.45,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,3.0,6.0,5.0,0.0,0.0,0.81,0.79,0.0,0.0,0,0,0
2024-2025,https://www.flashscore.fr/match/be4SUYJc/#/resume-du-match,0,2,0.21,0.79,1.0,6.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,0.71,0.93,0.0,0.0,0,0,1
2024-2025,https://www.flashscore.fr/match/rP7JS3fR/#/resume-du-match,2,2,0.62,0.38,10.0,7.0,2.0,5.0,3.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,6.0,2.0,0.0,6.0,4.0,1.0,1.0,0.86,0.79,0.0,0.0,0,1,0
2024-2025,https://www.flashscore.fr/match/byYF8r3e/#/resume-du-match,5,1,0.72,0.28,7.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,8.0,2.0,1.0,1.0,4.0,7.0,0.0,1.0,7.0,4.0,0.0,1.0,0.91,0.77,0.0,0.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/beKjRBzK/#/resume-du-match,7,1,0.68,0.32,9.0,5.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,6.0,1.0,0.0,6.0,4.0,0.0,1.0,0.86,0.7,0.0,1.0,2,1,-1
2024-2025,https://www.flashscore.fr/match/Q9K8A4Yr/#/resume-du-match,0,1,0.2,0.8,5.0,13.0,3.0,3.0,2.0,6.0,0.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,0.7,0.93,0.0,0.0,0,0,1
2024-2025,https://www.flashscore.fr/match/f3RO6MX7/#/resume-du-match,1,4,0.38,0.62,5.0,4.0,1.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,5.0,6.0,1.0,0.0,6.0,5.0,2.0,0.0,0.79,0.87,0.0,0.0,1,1,1
2024-2025,https://www.flashscore.fr/match/YgnbLLn1/#/resume-du-match,0,1,0.58,0.42,7.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,8.0,1.0,2.0,8.0,0.0,2.0,0.0,0.9,0.78,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/ncEAUPPE/#/resume-du-match,0,2,0.45,0.55,4.0,7.0,0.0,1.0,1.0,4.0,3.0,2.0,6.0,2.0,1.0,0.0,6.0,4.0,1.0,0.0,4.0,6.0,1.0,0.0,0.85,0.92,0.0,0.0,0,0,1
2024-2025,https://www.flashscore.fr/match/tKk6JaHD/#/resume-du-match,1,3,0.5,0.5,7.0,6.0,3.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,0.0,2.0,6.0,7.0,2.0,1.0,7.0,6.0,1.0,1.0,0.84,0.86,0.0,0.0,1,2,1
2024-2025,https://www.flashscore.fr/match/CvbkNsIl/#/resume-du-match,0,2,0.39,0.61,2.0,7.0,0.0,2.0,0.0,1.0,2.0,4.0,3.0,4.0,2.0,0.0,10.0,6.0,1.0,0.0,6.0,10.0,1.0,1.0,0.83,0.86,0.0,0.0,0,0,1
2024-2025,https://www.flashscore.fr/match/fR5MLkbs/#/resume-du-match,1,0,0.56,0.44,16.0,0.0,2.0,0.0,4.0,0.0,10.0,0.0,6.0,0.0,0.0,1.0,3.0,8.0,2.0,2.0,8.0,3.0,1.0,0.0,0.92,0.83,0.0,1.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/MgPVH7c6/#/resume-du-match,2,1,0.45,0.55,5.0,4.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.84,0.9,0.0,0.0,2,1,-1
2024-2025,https://www.flashscore.fr/match/Es1dYSsm/#/resume-du-match,3,3,0.66,0.34,7.0,8.0,5.0,2.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,4.0,13.0,8.0,0.0,1.0,8.0,13.0,0.0,0.0,0.84,0.75,0.0,0.0,1,2,0
2024-2025,https://www.flashscore.fr/match/nea4W6Ca/#/resume-du-match,3,0,0.23,0.77,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,0.0,3.0,5.0,0.0,1.0,0.67,0.9,0.0,0.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/AF5QwkKP/#/resume-du-match,3,1,0.41,0.59,4.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,10.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.86,0.88,0.0,0.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/r9DvGoSI/#/resume-du-match,0,0,0.61,0.39,2.0,5.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,6.0,5.0,2.0,0.0,5.0,6.0,2.0,1.0,0.89,0.83,0.0,0.0,0,0,0
2024-2025,https://www.flashscore.fr/match/rNhDUpsC/#/resume-du-match,2,0,0.6,0.4,9.0,7.0,3.0,0.0,4.0,3.0,2.0,4.0,4.0,1.0,0.0,2.0,5.0,9.0,1.0,4.0,9.0,5.0,0.0,0.0,0.84,0.76,0.0,0.0,1,0,-1
2024-2025,https://www.flashscore.fr/match/ETLNJTSg/#/resume-du-match,1,4,0.63,0.37,5.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,6.0,5.0,2.0,1.0,5.0,6.0,0.0,0.0,0.86,0.71,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/jmdLSOBO/#/resume-du-match,2,3,0.25,0.75,1.0,7.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,1.0,5.0,6.0,2.0,0.0,6.0,5.0,0.0,1.0,0.75,0.93,0.0,0.0,0,0,1
2024-2025,https://www.flashscore.fr/match/bHDVry2M/#/resume-du-match,3,0,0.58,0.42,15.0,1.0,5.0,0.0,8.0,0.0,2.0,1.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.85,0.79,0.0,0.0,2,0,-1
2024-2025,https://www.flashscore.fr/match/4bUSOFAj/#/resume-du-match,1,3,0.68,0.32,5.0,8.0,1.0,7.0,2.0,1.0,2.0,0.0,2.0,1.0,6.0,0.0,7.0,5.0,0.0,0.0,5.0,7.0,1.0,1.0,0.89,0.79,0.0,0.0,1,1,1
2024-2025,https://www.flashscore.fr/match/UyMEnJ2c/#/resume-du-match,3,4,0.68,0.32,10.0,4.0,5.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,0.0,3.0,6.0,7.0,2.0,1.0,7.0,6.0,1.0,1.0,0.9,0.82,0.0,0.0,2,2,1
2024-2025,https://www.flashscore.fr/match/f1MVnSdt/#/resume-du-match,4,1,0.58,0.42,17.0,0.0,9.0,0.0,5.0,0.0,3.0,0.0,5.0,1.0,0.0,5.0,3.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,0.92,0.81,0.0,0.0,4,0,-1
2024-2025,https://www.flashscore.fr/match/xpEnqpd5/#/resume-du-match,2,1,0.67,0.33,2.0,9.0,1.0,2.0,1.0,4.0,0.0,3.0,1.0,2.0,1.0,0.0,4.0,10.0,0.0,1.0,10.0,4.0,2.0,0.0,0.89,0.79,0.0,0.0,1,1,-1
2024-2025,https://www.flashscore.fr/match/AcCfsOQH/#/resume-du-match,0,4,0.37,0.63,6.0,7.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,8.0,9.0,4.0,0.0,9.0,8.0,2.0,1.0,0.72,0.85,0.0,0.0,0,1,1
2024-2025,https://www.flashscore.fr/match/jiANpcX9/#/resume-du-match,0,1,0.39,0.61,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,0.81,0.89,0.0,0.0,0,0,1
2024-2025,https://www.flashscore.fr/match/I1f2wFPq/#/resume-du-match,0,4,0.42,0.58,2.0,9.0,1.0,4.0,0.0,2.0,1.0,3.0,1.0,7.0,4.0,1.0,6.0,8.0,0.0,1.0,8.0,6.0,1.0,1.0,0.78,0.83,0.0,0.0,0,0,1
2024-2025,https://www.flashscore.fr/match/tIKwo6Rh/#/resume-du-match,2,0,0.73,0.27,6.0,5.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,10.0,3.0,0.0,10.0,3.0,1.0,0.0,0.9,0.69,0.0,0.0,0,0,-1
2023-2024,https://www.flashscore.fr/match/SdyiV3RA/#/resume-du-match,1,1,0.4,0.6,6.0,6.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,6.0,10.0,4.0,1.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0
2023-2024,https://www.flashscore.fr/match/KWXrXPdb/#/resume-du-match,2,1,0.33,0.67,8.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,7.0,1.0,1.0,7.0,7.0,3.0,1.0,4.0,8.0,0.0,2.0,0.73,0.83,0.0,0.0,1,1,-1
2023-2024,https://www.flashscore.fr/match/2uZPG4CH/#/resume-du-match,0,0,0.78,0.22,8.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,5.0,4.0,0.0,0.0,0.93,0.77,0.0,0.0,0,0,0
2023-2024,https://www.flashscore.fr/match/bNWnWqC4/#/resume-du-match,3,2,0.46,0.54,5.0,7.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,0.0,1.0,6.0,4.0,0.0,2.0,4.0,5.0,2.0,0.0,0.79,0.74,0.0,0.0,1,2,-1
